"id", "threadRef", "airportRef", "airportIdent", "date", "memberNickname", "subject", "body"
7726,6602,44831,"NZAH","2011-02-04 10:03:01",,"Before the steel company came.","I was raised as  child in Taharoa for a few years before the steel company came, there was no road access to the small village where the small farms were dotted around, where the owners of the land were situated.
Access back then was on a small boat with a seagull engine across the lake known as lake Taharoa.
To get to the small farmhouse, locally known as it is today as the point named after Albatross point the small penninsula which juts out into the sea.
Life back then was so relaxed people were self sufficient,  the phones were on the party line system.
I could go on and on. I visit the family and the small homestead when I go back to New zealand, as my fond memories of that place and the elders who have past on have cemented a special place in my heart for what it used to be and what it has become today."
7718,6593,2882,"FKKD","2011-02-03 20:28:24",,"re: hmmm","Why are people still falling for this Cameroon Africa Pet Scam?"
7716,6593,2882,"FKKD","2011-02-03 12:27:37",,"hmmm","I have heard cases that were successfully reported to the FBI and they traced the computer ID and busted them. does anyone have that information"
7714,6592,2882,"FKKD","2011-02-03 11:57:51",,"Can anyone give me the correct federal agency to contact....","i just got scammed for 980 on an english bulldog..exact same story just needed to get rid of it good christian man,  only had to pay delivery fee then last minute had to western union the insurance fee (refundable upon signing delivery papers) and i'm not expecting to get anything back but i am hoping someone sees this and can give me information on who i can report this to in the US."
7697,6577,29509,"CH-0044","2011-02-02 16:33:28","Capitano.Nico","Status unknown","http://www.hasenstrick.ch/"
7694,6574,46138,"GE-0014","2011-02-01 02:59:22",,"CONGRATULATIONS","I am very glad, that Georgia mooves forvard as a progressive country.
I extremely want to visit Svanetia again.
Hope to see it soon!"
7687,6567,29233,"DK-0058","2011-01-30 16:42:25","OYLSB","EKAL closed back in 2007","If you please can update EKAL Allerød Flyveplads from small_airport to closed

Regards, Leif Bramsing"
7673,6554,1017,"CFX6","2011-01-29 13:24:16","AlaskanWrangler","wow","great little place. the people I met there were friendly, and quite helpful. spent some time there, 
snowed in. the ladies at the library were most helpful, and didn't mind us laying out the charts, and flight planning. the fuel guys, and flying club members we talked to were a world of help, and we really appreciate our stay."
7672,6553,2034,"CZPC","2011-01-29 13:17:44","AlaskanWrangler","snow","nice place, available fuel.  windy.  stopped in over the new year, crew plowed big berm of snow right up to the tail of my plane. called maintenance, explained  I was going to have to leave in a couple days, and was assured it would be cleared. next evening I went out and hand shoveled. wasn't to bad, under 2 hours, -25 degrees, wind 25 knots gusting higher. (didn't check how cold wind chill) just darn cold.  still not sure why they would do that, only plane at the tie downs. plenty of room to plow snow, and built berm on up wind side of field. ?????"
7670,6551,15231,"8VA5","2011-01-29 12:37:11",,"transporting patient (infant) for surgical procedure at Tusc","I have scheduled a impersonal transport for a child to go to tuscon thru university of virginia heliport to be seen by five hospitals to interact with the five physicians on tvs most recent scandal of neurosurgery and to be seen .  How do I transfer the information by head set and headphone too the doctors there and how do i have to be great physicians adn to be greater virginia heliport operator and controller for major trials dr martinilovia by utube and by direct video to see dr lamans at 2200 seniro instructors past leveling doctors at 6601 university lane at the drivers doctors place? insurance delmarva and blue cross and blue shield and friendship and us cross and red cross how do i schedule the trip?  chief official for united states , nanoscience and neurological science physiological science dr martinoloovia"
7669,6550,1743,"CYGK","2011-01-29 11:07:17","david","re: flights to Toronto Island airport","Porter is the only airline flying scheduled service into Toronto Island right now (January 2011). They have added flights to Sudbury, so it might be worth getting in touch with them and seeing if they think there might be a market for a daily flight to Kingston as well.

http://www.flyporter.com/"
7668,6549,1361,"CNY3","2011-01-29 08:40:51",,"Past Employee","I'm looking for information on a past employee and anyone that might of known her,  can someone contact me through email, and i can explain why i'm looking for information on someone that worked for you and that has since past away.  It would mean the world to me!  my email is julie_sue_beaudry@hotmail.com,  please put as subject ""Collingwood Airport past Employee""   Thank you in advance!!"
7667,6548,5687,"RPLC","2011-01-29 06:16:48",,"Immigration Officers, Clark, Philippines","I experienced the same thing yesterday with Immigration officers of Clark. They were looking for OEC which i don't have any knowledge of. And when i researched as I arrived here in my province,  it's an exit clearance that ""I have undergone the legal and right procedure for overseas employment"". What???? I won't go to Singapore to work, I will just have my 4 days vacation with my son and we will visit my sister.

They are allowing my son to travel they won't allow me. My son can travel without any invitation from my sister? But because I have resident visa from other country, I couldn't travel? What kind of law we have here in the Philippines? So they've put there ""voluntary off-loaded for my son"". What do you expect, my son won't travel without me. He's just turned 18 for heaven's sake.

My concern is, they should have had put in the documents what we need to secure before travelling in the ticket or wherever. Not ask us documents that we need to bring as we about to board on the plane. I traveled 3 hours from our province and because it's an early check in I need to rent a van going there which cost me P3,500, only to be ""off-loaded"" by this stupid immigration officer.

I hope Philippine government take notice of this."
7666,6547,9405,"2GA2","2011-01-29 00:21:43",,"re: Swaid Rahn","Sure is a good dude."
7665,6546,1743,"CYGK","2011-01-28 19:50:21",,"flights to Toronto Island airport","Please tell me why on earth in this day and age you do not have regular commuter flights between Kingston and Downtown Toronto and/or Montreal.  So many people I know who travel for work, including my husband, would fly weekly to and from Kingston over taking the train.  Kingston is a wonderful place to live and having that access would be such a big draw for those who don't wish to live in the big city but must resort to working there.
We live in Kingston and I wouldn't change that for anything, but, I loose my husband to travel every week. The excessive lost hours he has accrued between airports and train stations in the last 12 years cannot even be counted at this point.  Having a Kingston to Toronto Island route could knock off an hour and a half each way."
7664,6545,32104,"OIMX","2011-01-28 18:34:47","ATA-1960","Modify of Name","You are wrong , this Airport is Type of Military with Code of R-11 Situated in (North Kho,raa,saan Province) Near Boj,nord (Not Go,les,taan Province) this Location Named (Shahr Aa,baad not Soga)
In Fact this is Station for (Iran Islamic Republic Air Force)"
7658,6440,2882,"FKKD","2011-01-28 13:22:25",,"re: re: SCAMMED BY STARPET MOVERS - Douala, Cameroon","Do you know the name of the person who wanted to sell you the dog? Or what state he was out of? I wanted to get the same dog from a private seller and they said they would go through starpet movers I unfortuantly sent him money and am now trying to get it back any advice?"
7649,4400,44682,"AM-0001","2011-01-27 18:20:31",,"re: Closed?","Reply to @david: 

I am from there. This is a civilian airport and its not functioning because of the war between Arm and Aze. The airport is right on the border."
7648,6519,2882,"FKKD","2011-01-27 13:53:06",,"re: scrammer","a clear case of economical criminality"
7647,6531,36764,"SDTV","2011-01-27 12:01:01",,"Endereço e localização !!","seria de grande ajuda endereço e localização mais precisa.

Obrigado"
7645,6529,27073,"YMPC","2011-01-27 04:39:27",,"Visit to Point Cook.","They have a museum of aviation that is worth a look and coin operated BBQ's.  You need to get permission before going here but the fee in nominal and you can do circuit practice all you want.  It's a very clean and well kept airfield and has superb runways.  Some flight schools use this place for circuit training.   The pier at the south end is blocked and you can't go on it.  I hear they did some filming of Mad Max or Road Warrior movie here at the water tank in the 80's."
7642,6526,26519,"VERC","2011-01-26 22:33:22",,"should be bigger and can be a international airport","this birsa munda airport can be an international airport.it will be very easy for people travelling from other countries"
7641,6525,32064,"NWWY","2011-01-26 20:55:03",,"closed","dirt strip -microlight emergency oly"
7640,6524,32061,"NC-0008","2011-01-26 20:54:02",,"did never exist","(at least in last 50 years)"
7639,6523,32150,"NWWQ","2011-01-26 20:51:57",,"closed","dirt strip for microlight emergency only"
7638,6522,31605,"NWWH","2011-01-26 20:50:50",,"closed","emergency strip only - bad surface"
7637,6521,32062,"NC-0009","2011-01-26 20:48:26",,"closed","deep trenches-dont try to land"
7636,6520,31681,"NC-0007","2011-01-26 20:47:33",,"closed","overgrown"
7625,6509,27187,"YYWG","2011-01-24 17:02:26","riverduk","Hanger 19","If you are in the area drop in to Hangar 19, Peter and Anne will welcome you with a coffee or tea and wonderful hosptiality,  Peter is the CFI for Yarrawonga Flight Training and I can only say a great instructor. The area around Yarrawonga attracts many tourists each year and has great flying weather for most of the time.  YFT has become some what of a base for a growing number of Trike pilots, as that is Peter's, but he also sells quite a bit of equipment and A/c supplies through his shop, The Lore of Flight."
7619,6503,27753,"YMBT","2011-01-23 17:25:25",,"Visit was ok","Sealed strip. Very scenic flight through the valley to get there.  The town is real close nested at the foothills of the mountains.  It is also a dead end so a plane that has good turning and climbing capability is a bonus to have in case of a go-around.  Worth a daytrip or a overnight stay if you are into the tranquillity thing.  I get the feeling that it is best to go there during summer though.  I could not find any Avgas there."
7618,6502,27897,"YPOK","2011-01-23 17:06:13",,"Hello Porepunkah","Hilly and tight.  Very scenic.  Airfield is fairly well maintained, had toilets.  Grass strip was bumpy. Once I got there I found little there to do.  Could not find Avgas there."
7617,6501,26891,"YARA","2011-01-23 16:55:40",,"Ararat visit","Very good airstrip but has very little there.  The grass strip looked like it was in need of attention.  Had very long grass.  Town is a long walk and did not seem worth it at the time.  Good airstrip for a rest stop and easy to find, has nice tall mountain just to the west which can be seen for miles."
7616,6500,24426,"US-1942","2011-01-23 15:57:40",,"Javika Airport","No longer a usable facility; overgrown, not recognizable."
7615,6499,31440,"FZQI","2011-01-23 11:24:07",,"re: Likasi airfield","The position indicated by the marker is incorrect. The airfield is closer to town. Every year it deteriorates further and until recently there were abandoned aeroplanes in the hangars. The hangars now have no roofs. Some four aircraft were at Likasi - all are now derelict as the old flying club returns to mother nature."
7614,6499,31440,"FZQI","2011-01-23 11:16:16",,"Likasi airfield","Airfield is overgrown and disused for many years."
7613,6498,27046,"YMBU","2011-01-23 06:47:59",,"re: A visit to Maryborough","There is also Summerfield winery nearby that has a private airport, they have bed and breakfast there too - it's a real gem in that area.  Do a web search for Summerfield Airstrip for more info."
7612,6498,27046,"YMBU","2011-01-23 06:37:47",,"A visit to Maryborough","Worth the visit to Marybrough.  They have a clubhouse that is always available to the visitor.  Has toilets, tea and coffee and creature comforts.  The main town is like a time-warp.  Very old and scenic.  Can easily spend a day there just loitering about.  Highly recommend getting a taxi back to the aerodrome as it is mostly up hill.  Walking to the main street from the aerodrome took about an hour. No apparent landing charges either. Quite a friendly town."
7611,6497,27570,"YFSK","2011-01-23 06:16:05",,"About Fiskville","Runway 09/27 is a gravel one about 800m and the aerodrome is used by the emergency services but I think they will let you land with prior permission without problem.  Try (03)53667200. I think it is correct. I would definitely call first before going there. I hear there are toilets there but that’s about it.  Bacchus Marsh aerodrome is a short fly to the east and may be more suitable for avgas and ease of landing if you are just passing and need a rest stop."
7610,6496,27417,"YBSS","2011-01-23 05:57:47",,"Bacchus Marsh Aerodrome","Very nice wide, long and smooth runways (very nice strip indeed), no night lighting.  Confirmed 520ft, aerodrome is just to the east of the dividing range, gets hilly very quickly to the west and controlled airspace is not too far to the south and east of the airfield.  Avgas is available from the flying school, bowser is owned by them and cost is about average, for Avgas try this phone number - (03)53695162.  Not very close to township, best get a ride to get to Bacchus Marsh township.  Kind of sort of worth the taxi ride to town, not too touristy and a bit small, just a main street but big enough to entertain for an hour or two.  Aerodrome charges to land but if you fuel up landing fee is free (or something like that).  Lots of gliders on the weekends so expect a go-around or two."
